,CustomerID,Prob
1869,7590-VHVEG,0.5963286461360977
1870,5575-GNVDE,0.10181008520447694
1871,7795-CFOCW,0.08196235140871938
1872,1452-KIOVK,0.3288434387343904
1873,6713-OKOMC,0.3593732789684127
1874,6388-TABGU,0.10438450407340888
1875,9763-GRSKD,0.26774654167723894
1876,7469-LKBCI,0.04559200888365645
1877,8091-TTVAX,0.2742738111758847
1878,5129-JLPIS,0.36862185722805924
1879,3655-SNQYZ,0.11524624338920329
1880,8191-XWSZG,0.04072685171710045
1881,9959-WOFKT,0.16816706862351327
1882,4183-MYFRB,0.5263264681227288
1883,1680-VDCWW,0.06063017919761695
1884,3638-WEABW,0.09204010437528513
1885,6322-HRPFA,0.1407433662810976
1886,6865-JZNKO,0.24247179474461056
1887,5248-YGIJN,0.05437167573253493
1888,3841-NFECX,0.0942140955595021
1889,4929-XIHVW,0.6992257312017851
1890,6827-IEAUQ,0.0879205844452014
1891,7310-EGVHZ,0.30209274714986045
1892,3413-BMNZE,0.580781211575252
1893,6234-RAAPL,0.10788552381134776
1894,6572-ADKRS,0.42037456362555076
1895,8865-TNMNX,0.22213528482232925
1896,9489-DEDVP,0.09255743383676203
1897,9867-JCZSP,0.047564644257408195
1898,4671-VJLCL,0.059050615469467334
1899,4080-IIARD,0.29860181181568785
1900,3714-NTNFO,0.48278352934193614
1901,5948-UJZLF,0.5401345973927723
1902,7639-LIAYI,0.07245992184635769
1903,2954-PIBKO,0.056186817119257396
1904,8012-SOUDQ,0.4821503021893276
1905,6575-SUVOI,0.23608359521697825
1906,4667-QONEA,0.08683652048953562
1907,8769-KKTPH,0.2241700114248793
1908,5067-XJQFU,0.23083772907410857
1909,3957-SQXML,0.025365067431734646
1910,5954-BDFSG,0.17338386895872507
1911,0434-CSFON,0.4862424997364571
1912,1215-FIGMP,0.41197441524213757
1913,0526-SXDJP,0.07625975856182929
1914,0557-ASKVU,0.1774991617622779
1915,5122-CYFXA,0.4517814021397327
1916,8627-ZYGSZ,0.2840810273567173
1917,3410-YOQBQ,0.12203938440861208
1918,3170-NMYVV,0.026692151446237378
1919,7410-OIEDU,0.5194879780885209
1920,2273-QCKXA,0.4972603160560366
1921,0731-EBJQB,0.04433704899866689
1922,1891-QRQSA,0.14237022054605886
1923,8028-PNXHQ,0.028446527191754653
1924,5630-AHZIL,0.3515462589172282
1925,2673-CXQEU,0.23534789778170576
1926,6416-JNVRK,0.16750043379825588
1927,5590-ZSKRV,0.2570457722866595
1928,0191-ZHSKZ,0.29680124194795215
1929,3887-PBQAO,0.041048964129468166
1930,8108-UXRQN,0.2736421878716012
1931,9919-YLNNG,0.36183705373452063
1932,0318-ZOPWS,0.028836768012065854
1933,4445-ZJNMU,0.6244393016167173
1934,4808-YNLEU,0.1134365109216438
1935,1862-QRWPE,0.026730465622482588
1936,2796-NNUFI,0.030585662024170793
1937,3016-KSVCP,0.33581953104144524
1938,4767-HZZHQ,0.2742690340859702
1939,2424-WVHPL,0.6165028577877428
1940,7233-PAHHL,0.06322293974026394
1941,6067-NGCEU,0.3589024317422411
1942,9848-JQJTX,0.20182247414732182
1943,9803-FTJCG,0.09098751884662815
1944,3212-KXOCR,0.026909970636677577
1945,6380-ARCEH,0.3030042773297375
1946,3679-XASPY,0.2693958413801315
1947,7123-WQUHX,0.24631723093612684
1948,5386-THSLQ,0.15926163538633878
1949,6180-YBIQI,0.546931715260546
1950,6728-DKUCO,0.23422173702911375
1951,9750-BOOHV,0.12575103978513627
1952,8597-CWYHH,0.30981228403539784
1953,2848-YXSMW,0.02469317609442743
1954,4549-ZDQYY,0.08961008077978701
1955,5712-AHQNN,0.45874735667943684
1956,5256-SKJGO,0.11509036531435718
1957,3071-VBYPO,0.4403402140700197
1958,9560-BBZXK,0.09447727836669756
1959,8402-OOOHJ,0.027443677239603545
1960,9445-ZUEQE,0.21267720122542141
1961,1091-SOZGA,0.2791077318348148
1962,2928-HLDBA,0.1686268723155248
1963,6497-TILVL,0.29082819119778586
1964,7219-TLZHO,0.16763337309441922
1965,4622-YNKIJ,0.17589706150064402
1966,6734-PSBAW,0.028069049536121056
1967,3930-ZGWVE,0.285019562748607
1968,2639-UGMAZ,0.14158782344453663
1969,2876-GZYZC,0.6121618512067122
1970,8587-XYZSF,0.08989220963423888
1971,7799-LGRDP,0.027734044760439024
1972,7850-VWJUU,0.40702780701589136
1973,3774-VBNXY,0.027325786045760903
1974,6217-KDYWC,0.029702861282637785
1975,3146-MSEGF,0.05437167573253493
1976,1095-WGNGG,0.2240805003670987
1977,2636-SJDOU,0.17882745991886143
1978,1131-QQZEB,0.024358220813141235
1979,5716-EZXZN,0.11270471372961534
1980,6837-BJYDQ,0.09514603766927891
1981,6440-DKQGE,0.15042726303842305
1982,3466-BYAVD,0.25382230697736025
1983,3780-YVMFA,0.31258250701054785
1984,1679-JRFBR,0.19311360265646635
1985,9073-ZZIAY,0.05083511964963601
1986,3077-RSNTJ,0.1454427926422393
1987,6551-GNYDG,0.40727055360631864
1988,9167-APMXZ,0.5116584695252168
1989,2749-CTKAJ,0.04183211632466323
1990,6371-NZYEG,0.12739927408404822
1991,7554-NEWDD,0.05719853777778492
1992,8992-VONJD,0.26208740480088244
1993,4482-EWFMI,0.6715078541901123
1994,4648-YPBTM,0.10699666289292528
1995,2907-ILJBN,0.06382678778485495
1996,6345-FZOQH,0.026242330193141806
1997,5997-OPVFA,0.054826459150536244
1998,1159-WFSGR,0.12384942843711061
1999,7654-YWJUF,0.15586590430713837
2000,6727-IOTLZ,0.20200825585136073
2001,5918-VUKWP,0.03967634906086593
2002,1744-JHKYS,0.11982520154899046
2003,5947-SGKCL,0.40391660526841755
2004,3712-PKXZA,0.0400680221756134
2005,6582-OIVSP,0.5807357761916816
2006,5524-KHNJP,0.12228145598936752
2007,4827-USJHP,0.3250403736397609
2008,8167-GJLRN,0.495192321762683
2009,0956-SYCWG,0.05820790469742719
2010,8017-UVSZU,0.2826952715155597
2011,7100-FQPRV,0.10925908856741336
2012,2984-RGEYA,0.0262399839881222
2013,9680-NIAUV,0.15032987419170862
2014,2146-EGVDT,0.024716827377376613
2015,2604-IJPDU,0.38465189997321203
2016,9178-JHUVJ,0.017263739045687378
2017,6168-YBYNP,0.3599484443963774
2018,7255-SSFBC,0.0722114696367069
2019,3645-DEYGF,0.2858771180954418
2020,9323-HGFWY,0.22725095317386418
2021,8544-GOQSH,0.5174630002744067
2022,3363-DTIVD,0.09208693331068607
2023,7018-WBJNK,0.42669169163327214
2024,9142-KZXOP,0.41004207993306596
2025,7674-YTAFD,0.22696781135057456
2026,6348-SNFUS,0.05130829606667658
2027,1347-KTTTA,0.20682311426163408
2028,4195-NZGTA,0.5982550239847254
2029,7157-SMCFK,0.01552002483556198
2030,4709-LKHYG,0.03976005379473106
2031,2504-DSHIH,0.5204607511677848
2032,0699-NDKJM,0.23998610980316282
2033,9286-BHDQG,0.052256765458792494
2034,0230-WEQUW,0.0548105616047198
2035,2040-LDIWQ,0.10196916824594555
2036,6496-JDSSB,0.6164034646638135
2037,4443-EMBNA,0.02628610820926981
2038,6469-MRVET,0.1950940934391006
2039,5961-VUSRV,0.06452374509299846
2040,6778-JFCMK,0.13493180502024352
2041,6341-JVQGF,0.10679737652561178
2042,4811-JBUVU,0.3763955980689206
2043,0945-TSONX,0.07157350444173004
2044,2651-ZCBXV,0.16787381410376467
2045,3316-UWXUY,0.2928314948842494
2046,7083-MIOPC,0.024380896754867484
2047,1984-GPTEH,0.12358215236802927
2048,0621-JFHOL,0.21034229000793342
2049,9903-LYSAB,0.5294141195178828
2050,9227-UAQFT,0.047081755688887644
2051,7301-ABVAD,0.09015015427043344
2052,6614-FHDBO,0.1559216749954381
2053,7576-ASEJU,0.11319827476688546
2054,9058-HRZSV,0.36036648354873924
2055,4522-AKYLR,0.389690731530875
2056,0221-WMXNQ,0.5525348651958386
2057,0303-UNCIP,0.18450775678244075
2058,0959-WHOKV,0.21280449870491658
2059,4075-JFPGR,0.20479550094681964
2060,3282-ZISZV,0.15917647910708307
2061,3675-YDUPJ,0.17063283367827167
2062,4111-BNXIF,0.10801122278279467
2063,7017-VFHAY,0.06974554219896542
2064,6655-LHBYW,0.18112367062906304
2065,5046-NUHWD,0.27546575424224007
2066,7529-ZDFXI,0.46087625597356885
2067,7605-BDWDC,0.07363388073045511
2068,1950-KSVVJ,0.1805106167982117
2069,0123-CRBRT,0.05574599075637329
2070,6292-TOSSS,0.027904064573127017
2071,3197-ARFOY,0.40654977232159845
2072,7014-ZZXAW,0.026096215325339664
2073,7633-MVPUY,0.07136878874719058
2074,4716-HHKQH,0.4462107347061214
2075,3179-GBRWV,0.25406980869185575
2076,8645-KWHJO,0.3699441447117405
2077,4130-MZLCC,0.47973196355669934
2078,0314-TKOSI,0.3492673262003422
2079,8229-MYEJZ,0.3720318066460087
2080,2080-SRCDE,0.267596401612883
2081,9577-WJVCQ,0.24247887453497963
2082,6202-DYYFX,0.29951340244965735
2083,3808-HFKDE,0.3464866053620538
2084,3727-OWVYD,0.10577348029685339
2085,2294-SALNE,0.24265609020803158
2086,4847-TAJYI,0.6548955081646498
2087,1563-IWQEX,0.16336145591695356
2088,8203-XJZRC,0.29393155005701027
2089,6556-DBKZF,0.12118745496941993
2090,6851-WEFYX,0.521758901841175
2091,2985-JUUBZ,0.23741915738472813
2092,0895-LMRSF,0.187653768247236
2093,8266-VBFQL,0.5894415424653369
2094,8181-YHCMF,0.08539986852666664
2095,2240-HSJQD,0.29431640048153207
2096,1248-DYXUB,0.013617032792493997
2097,4115-BNPJY,0.12297312212333564
2098,3167-SNQPL,0.2877870244286172
2099,4091-TVOCN,0.13025072202821383
2100,1098-TDVUQ,0.30469909411822366
2101,7277-OZCGZ,0.39013022596200614
2102,1557-EMYVT,0.14177060449280923
2103,2799-ARNLO,0.6384731320089184
2104,5027-YOCXN,0.19755162639761326
2105,3973-SKMLN,0.025910821331244494
2106,6745-JEFZB,0.38709020886596934
2107,9880-TDQAC,0.10796762338896139
2108,8705-WZCYL,0.5858002642978858
2109,7102-JJVTX,0.1710900356811477
2110,8626-PTQGE,0.06298616337944599
2111,4983-CLMLV,0.3523089072349989
2112,5701-YVSVF,0.5821519340445387
2113,5697-GOMBF,0.22775479198173013
2114,2739-CACDQ,0.5384410323645138
2115,9385-EHGDO,0.01479678632796914
2116,9498-FIMXL,0.06867577976463886
2117,2379-GYFLQ,0.24648897876913517
2118,2088-IEBAU,0.0649668204075243
2119,7982-VCELR,0.45611420509103573
2120,6035-BXTTY,0.2483396778268205
2121,6885-PKOAM,0.049029875472364086
2122,7520-HQWJU,0.14992280926614376
2123,9639-BUJXT,0.041157861185239106
2124,5924-SNGKP,0.0378511646676666
2125,0021-IKXGC,0.7355171991910803
2126,8966-SNIZF,0.025694740925351723
2127,6243-OZGFH,0.35830032990328087
2128,4654-DLAMQ,0.1745444701428839
2129,0513-RBGPE,0.06485718785680515
2130,5160-UXJED,0.1934786966823486
2131,4115-NZRKS,0.6548955081646498
2132,3351-NGXYI,0.33448357929174505
2133,8984-EYLLL,0.19458425870516552
2134,9833-TGFHX,0.25801066426033087
2135,9294-TDIPC,0.15000093970294862
2136,5229-DTFYB,0.2049312592727108
2137,0104-PPXDV,0.1575597140490861
2138,5176-LMJXE,0.028985632929960557
2139,3583-KRKMD,0.4274760502199458
2140,9069-LGEUL,0.2538132892037567
2141,7302-ZHMHP,0.28402260486909797
2142,9571-EDEBV,0.25210322561874315
2143,3520-FJGCV,0.05546459481221299
2144,6563-VRERX,0.039002678557448385
2145,6122-EFVKN,0.0830407953318368
2146,2805-EDJPQ,0.2104069107633322
2147,6862-CQUMB,0.4602579673769405
2148,7156-MXBJE,0.14682015752036234
2149,6158-HDPXZ,0.591494447841277
2150,2863-IMQDR,0.06028989692337248
2151,5686-CMAWK,0.3196325146845659
2152,5651-CRHKQ,0.22831579709709576
2153,8204-YJCLA,0.05201412550978251
2154,6583-SZVGP,0.23551871143680836
2155,1708-PBBOA,0.09313331627210193
2156,8782-LKFPK,0.4631508468691964
2157,5522-JBWMO,0.5284925000370697
2158,3597-MVHJT,0.4811984189856733
2159,9774-NRNAU,0.272598211540979
2160,0224-RLWWD,0.6011086659496121
2161,9967-ATRFS,0.12964373413271563
2162,3951-NJCVI,0.5103343433329697
2163,2977-CEBSX,0.05618260689378112
2164,0177-PXBAT,0.3471652901005127
2165,2519-ERQOJ,0.2968412718088361
2166,5876-QMYLD,0.03964999005395423
2167,2277-AXSDC,0.0388006406919224
2168,9442-JTWDL,0.055410268593055444
2169,3067-SVMTC,0.08991124220928678
2170,5495-GPSRW,0.031438260182264546
2171,7606-BPHHN,0.025548611495822132
2172,4742-DRORA,0.19028150460678223
2173,0111-KLBQG,0.29113016283731186
2174,4163-NCJAK,0.04009046722803753
2175,5233-AOZUF,0.49674099730582305
2176,5973-EJGDP,0.357709690420897
2177,1996-DBMUS,0.4357788276893668
2178,7916-VCCPB,0.35126753493095786
2179,4686-GEFRM,0.14640059852876156
2180,5249-QYHEX,0.015623067740590153
2181,2233-FAGXV,0.1588875243145209
2182,5605-IYGFG,0.5899862981126313
2183,7663-ZTEGJ,0.25791148470682845
2184,3935-TBRZZ,0.03990467094847236
2185,8111-BKVDS,0.29990273531350126
2186,2055-SIFSS,0.2996444113984065
2187,2806-MLNTI,0.2742097963027637
2188,8734-DKSTZ,0.4493369183180602
2189,4360-PNRQB,0.5041245733105445
2190,6152-ONASV,0.08974700173304472
2191,7781-HVGMK,0.05224974279428154
2192,2181-UAESM,0.4252184666128457
2193,6048-NJXHX,0.030268120864124292
2194,2320-SLKMB,0.2768092405890433
2195,4980-URKXC,0.03839432529867412
2196,4376-KFVRS,0.11103187302564164
2197,5886-VLQVU,0.3795537033736022
2198,3577-AMVUX,0.4938001868543706
2199,0771-WLCLA,0.3319193404494568
2200,5628-RKIFK,0.39605579522726486
2201,0206-TBWLC,0.18825670816621487
2202,2937-FTHUR,0.19522474842191914
2203,1910-FMXJM,0.49052440459396734
2204,0732-OCQOC,0.028534227889427163
2205,5168-MSWXT,0.47709405194661686
2206,1090-ESELR,0.12500468339860954
2207,8592-PLTMQ,0.04179728361541242
2208,5760-WRAHC,0.23149065634099955
2209,8847-GEOOQ,0.23339926892878118
2210,4785-FCIFB,0.025260412775360987
2211,8313-NDOIA,0.5235385126614025
2212,5149-CUZUJ,0.25617155598908403
2213,0942-KOWSM,0.1163731191407877
2214,4237-CLSMM,0.22353364998495034
2215,1452-VOQCH,0.7345659481876026
2216,4719-UMSIY,0.1373344687220717
2217,6614-VBEGU,0.33736012905514656
2218,1480-BKXGA,0.1128306578568839
2219,2996-XAUVF,0.12251681988956531
2220,9076-AXYIK,0.1938996628726603
2221,5968-XQIVE,0.26359045621655347
2222,8896-RAZCR,0.026689949394614745
2223,4933-IKULF,0.04962630550112111
2224,1304-BCCFO,0.45242134699827885
2225,4104-PVRPS,0.22779468958438592
2226,3780-DDGSE,0.19159846787373966
2227,4431-EDMIQ,0.24055219882182363
2228,0486-LGCCH,0.03291135223890349
2229,4612-SSVHJ,0.54726299340868
2230,5168-MQQCA,0.2067633537368985
2231,7971-HLVXI,0.0906373868521056
2232,9094-AZPHK,0.6173814806393385
2233,3649-JPUGY,0.09935566374098767
2234,4472-LVYGI,0.17826398272009233
2235,3552-CTCYF,0.11612023426570833
2236,6778-YSNIH,0.5315170748072162
2237,5756-OZRIO,0.164705038401903
2238,6579-JPICP,0.29620580019533116
2239,4134-BSXLX,0.20491054276417206
2240,0505-SPOOW,0.02523604399628917
2241,4374-YMUSQ,0.18908955882424988
2242,4513-CXYIX,0.14273656199964715
2243,3957-HHLMR,0.11311800504822482
2244,7803-XOCCZ,0.19499450823752248
2245,5736-YEJAX,0.057613598782523825
2246,8981-FJGLA,0.473521686253076
2247,1135-LMECX,0.29829077426901457
2248,4332-MUOEZ,0.20323584197385647
2249,8535-SFUTN,0.3927147341069668
2250,8677-HDZEE,0.33800460113500824
2251,2475-MROZF,0.3112444961967787
2252,3482-ABPKK,0.10397675589817734
2253,6705-LXORM,0.6497713084297745
2254,7531-GQHME,0.14824574849591576
2255,5174-ITUMV,0.17413421417079863
2256,4109-CYRBD,0.32550029607702513
2257,0913-XWSCN,0.23820830839400645
2258,0750-EBAIU,0.20537418068944502
2259,8606-CIQUL,0.05508820688162002
2260,3571-DPYUH,0.10490263863426248
2261,7601-GNDYK,0.012246679814230143
2262,0356-OBMAC,0.17278914929768965
